match_id,season,league,market,selection,early_odds,close_odds,p_early,p_close,move_pp,avg_move_pp,won,profit,profit_close
P1|2425|07/04/2025|Rio Ave|Boavista,2425,P1,1X2,H,1.85,2.0,0.511449105799766,0.4719471947194719,-3.9501911080294105,-3.2030893259397675,False,-1.0,-1.0
P1|2425|07/04/2025|Rio Ave|Boavista,2425,P1,1X2,D,3.4,3.3,0.27828848403810796,0.286028602860286,0.774011882217801,0.2617159379305234,False,-1.0,-1.0
P1|2425|07/04/2025|Rio Ave|Boavista,2425,P1,1X2,A,4.5,3.9,0.21026241016212602,0.24202420242024203,3.1761792258116013,2.94137338800923,True,3.5,2.9
P1|2425|07/04/2025|Rio Ave|Boavista,2425,P1,OU2.5,Over,2.1,1.9,0.4473684210526316,0.5,5.263157894736842,4.210526315789476,False,-1.0,-1.0
P1|2425|07/04/2025|Rio Ave|Boavista,2425,P1,OU2.5,Under,1.7,1.9,0.5526315789473685,0.5,-5.263157894736848,-4.210526315789476,True,0.7,0.8999999999999999
P1|2425|07/04/2025|Sp Lisbon|Sp Braga,2425,P1,1X2,H,1.53,1.38,0.6145148405333989,0.676056338028169,6.154149749477011,6.698619462910327,False,-1.0,-1.0
P1|2425|07/04/2025|Sp Lisbon|Sp Braga,2425,P1,1X2,D,4.0,4.5,0.23505192650402507,0.20732394366197177,-2.7727982842053303,-2.60447876531211,True,3.0,3.5
P1|2425|07/04/2025|Sp Lisbon|Sp Braga,2425,P1,1X2,A,6.25,8.0,0.15043323296257605,0.11661971830985914,-3.381351465271691,-4.0941406975982195,False,-1.0,-1.0
P1|2425|07/04/2025|Sp Lisbon|Sp Braga,2425,P1,OU2.5,Over,1.73,1.67,0.5459317585301837,0.5628272251308901,1.68954666007064,2.72790451322118,False,-1.0,-1.0
P1|2425|07/04/2025|Sp Lisbon|Sp Braga,2425,P1,OU2.5,Under,2.08,2.15,0.4540682414698162,0.43717277486910994,-1.6895466600706288,-2.7279045132212074,True,1.08,1.15
P1|2425|11/04/2025|Gil Vicente|Guimaraes,2425,P1,1X2,H,4.2,3.3,0.2238966630785791,0.2831858407079646,5.928917762938549,2.940532972723137,False,-1.0,-1.0
P1|2425|11/04/2025|Gil Vicente|Guimaraes,2425,P1,1X2,D,3.2,3.2,0.2938643702906351,0.2920353982300885,-0.18289720605466075,0.45390280512466186,False,-1.0,-1.0
P1|2425|11/04/2025|Gil Vicente|Guimaraes,2425,P1,1X2,A,1.95,2.2,0.48223896663078586,0.4247787610619469,-5.746020556883896,-3.3944357778477983,True,0.95,1.2000000000000002
P1|2425|11/04/2025|Gil Vicente|Guimaraes,2425,P1,OU2.5,Over,2.35,2.35,0.4005102040816326,0.4005102040816326,0.0,0.1003707965733236,False,-1.0,-1.0
P1|2425|11/04/2025|Gil Vicente|Guimaraes,2425,P1,OU2.5,Under,1.57,1.57,0.5994897959183673,0.5994897959183673,0.0,-0.1003707965733347,True,0.5700000000000001,0.5700000000000001
P1|2425|12/04/2025|Boavista|Nacional,2425,P1,1X2,H,2.75,3.2,0.3409799042261768,0.29209340434248254,-4.888649988369425,-3.9898697325876697,False,-1.0,-1.0
P1|2425|12/04/2025|Boavista|Nacional,2425,P1,1X2,D,3.1,3.1,0.3024821731038665,0.3015157722244981,-0.09664008793683898,-0.44239501683533966,False,-1.0,-1.0
P1|2425|12/04/2025|Boavista|Nacional,2425,P1,1X2,A,2.63,2.3,0.35653792266995676,0.40639082343301924,4.9852900763062475,4.432264749423009,True,1.63,1.2999999999999998
P1|2425|12/04/2025|Boavista|Nacional,2425,P1,OU2.5,Over,2.15,2.1,0.43717277486910994,0.4473684210526316,1.0195646183521645,0.8122841105354051,False,-1.0,-1.0
P1|2425|12/04/2025|Boavista|Nacional,2425,P1,OU2.5,Under,1.67,1.7,0.5628272251308901,0.5526315789473685,-1.0195646183521645,-0.8122841105354106,True,0.6699999999999999,0.7
P1|2425|12/04/2025|Famalicao|Estoril,2425,P1,1X2,H,2.0,1.91,0.4674220963172804,0.4881988033623316,2.077670704505125,1.137768911752124,True,1.0,0.9099999999999999
P1|2425|12/04/2025|Famalicao|Estoril,2425,P1,1X2,D,3.3,3.5,0.28328611898017,0.26641706126344383,-1.6869057716726144,-0.7136821009525895,False,-1.0,-1.0
P1|2425|12/04/2025|Famalicao|Estoril,2425,P1,1X2,A,3.75,3.8,0.24929178470254953,0.24538413537422457,-0.39076493283249636,-0.42408681079953436,False,-1.0,-1.0
P1|2425|12/04/2025|Famalicao|Estoril,2425,P1,OU2.5,Over,2.1,1.98,0.4473684210526316,0.4870466321243523,3.96782110717207,4.826869711426745,True,1.1,0.98
P1|2425|12/04/2025|Famalicao|Estoril,2425,P1,OU2.5,Under,1.7,1.88,0.5526315789473685,0.5129533678756476,-3.967821107172087,-4.826869711426729,False,-1.0,-1.0
P1|2425|12/04/2025|Santa Clara|Sp Lisbon,2425,P1,1X2,H,6.25,7.0,0.15054887611082068,0.13498881958338238,-1.5560056527438304,-2.455439791193595,False,-1.0,-1.0
P1|2425|12/04/2025|Santa Clara|Sp Lisbon,2425,P1,1X2,D,3.6,3.7,0.26136957658128596,0.2553842532658585,-0.5985323315427449,-0.5245529402669813,False,-1.0,-1.0
P1|2425|12/04/2025|Santa Clara|Sp Lisbon,2425,P1,1X2,A,1.6,1.55,0.5880815473078933,0.6096269271507592,2.1545379842865864,2.97999273146059,True,0.6000000000000001,0.55
P1|2425|12/04/2025|Santa Clara|Sp Lisbon,2425,P1,OU2.5,Over,2.15,2.2,0.43717277486910994,0.4285714285714286,-0.8601346297681334,-1.599553174880891,False,-1.0,-1.0
P1|2425|12/04/2025|Santa Clara|Sp Lisbon,2425,P1,OU2.5,Under,1.67,1.65,0.5628272251308901,0.5714285714285715,0.8601346297681389,1.5995531748808856,True,0.6699999999999999,0.6499999999999999
P1|2425|12/04/2025|Casa Pia|Porto,2425,P1,1X2,H,5.5,5.5,0.17178615309883705,0.1705981465880371,-0.11880065107999493,-1.2768412200790669,False,-1.0,-1.0
P1|2425|12/04/2025|Casa Pia|Porto,2425,P1,1X2,D,3.6,3.75,0.26245106723433437,0.25021061499578773,-1.224045223854664,-0.6429877942145806,False,-1.0,-1.0
P1|2425|12/04/2025|Casa Pia|Porto,2425,P1,1X2,A,1.67,1.62,0.5657627796668286,0.5791912384161753,1.3428458749346617,1.9198290142936392,True,0.6699999999999999,0.6200000000000001
P1|2425|12/04/2025|Casa Pia|Porto,2425,P1,OU2.5,Over,2.15,2.05,0.43717277486910994,0.46052631578947373,2.335354092036379,1.832460732984298,False,-1.0,-1.0
P1|2425|12/04/2025|Casa Pia|Porto,2425,P1,OU2.5,Under,1.67,1.75,0.5628272251308901,0.5394736842105263,-2.335354092036379,-1.832460732984298,True,0.6699999999999999,0.75
P1|2425|13/04/2025|Estrela|Farense,2425,P1,1X2,H,2.7,2.55,0.3470031545741325,0.37281553398058254,2.5812379406450034,1.8413541509386178,False,-1.0,-1.0
P1|2425|13/04/2025|Estrela|Farense,2425,P1,1X2,D,3.0,3.2,0.31230283911671924,0.29708737864077667,-1.5215460475942577,-0.2747453593383298,False,-1.0,-1.0
P1|2425|13/04/2025|Estrela|Farense,2425,P1,1X2,A,2.75,2.88,0.3406940063091483,0.33009708737864074,-1.059691893050757,-1.5666087916002602,True,1.75,1.88
P1|2425|13/04/2025|Estrela|Farense,2425,P1,OU2.5,Over,2.5,2.35,0.375,0.4005102040816326,2.5510204081632626,2.860007519739316,False,-1.0,-1.0
P1|2425|13/04/2025|Estrela|Farense,2425,P1,OU2.5,Under,1.5,1.57,0.625,0.5994897959183673,-2.5510204081632737,-2.860007519739316,True,0.5,0.5700000000000001
P1|2425|13/04/2025|Benfica|Arouca,2425,P1,1X2,H,1.17,1.11,0.8090834919771553,0.8410363233953912,3.1952831418235905,3.8538422648513038,False,-1.0,-1.0
P1|2425|13/04/2025|Benfica|Arouca,2425,P1,1X2,D,7.0,8.5,0.13523252651618167,0.10982944929045699,-2.5403077225724684,-2.285107313387498,True,6.0,7.5
P1|2425|13/04/2025|Benfica|Arouca,2425,P1,1X2,A,17.0,19.0,0.05568398150666304,0.049134227314151804,-0.6549754192511235,-1.5687349514637912,False,-1.0,-1.0
P1|2425|13/04/2025|Benfica|Arouca,2425,P1,OU2.5,Over,1.44,1.36,0.6521739130434782,0.695067264573991,4.289335153051288,3.8943333700376948,True,0.43999999999999995,0.3600000000000001
P1|2425|13/04/2025|Benfica|Arouca,2425,P1,OU2.5,Under,2.7,3.1,0.3478260869565217,0.30493273542600896,-4.2893351530512716,-3.8943333700377005,False,-1.0,-1.0
P1|2425|13/04/2025|Sp Braga|AVS,2425,P1,1X2,H,1.38,1.45,0.6807261078483717,0.6464158082825311,-3.431029956584064,-2.865567920109513,True,0.3799999999999999,0.44999999999999996
P1|2425|13/04/2025|Sp Braga|AVS,2425,P1,1X2,D,4.5,4.1,0.20875600640683395,0.22861046878284635,1.9854462376012405,1.9783061100427575,False,-1.0,-1.0
P1|2425|13/04/2025|Sp Braga|AVS,2425,P1,1X2,A,8.5,7.5,0.11051788574479444,0.12497372293462265,1.445583718982821,0.8872618100667751,False,-1.0,-1.0
P1|2425|13/04/2025|Sp Braga|AVS,2425,P1,OU2.5,Over,1.75,1.93,0.5394736842105263,0.5,-3.9473684210526327,-3.289128332642627,True,0.75,0.9299999999999999
P1|2425|13/04/2025|Sp Braga|AVS,2425,P1,OU2.5,Under,2.05,1.93,0.46052631578947373,0.5,3.9473684210526274,3.2891283326426377,False,-1.0,-1.0
P1|2425|13/04/2025|Moreirense|Rio Ave,2425,P1,1X2,H,1.95,2.2,0.481786133960047,0.4276704769412692,-5.411565701877779,-5.2767996046908845,False,-1.0,-1.0
P1|2425|13/04/2025|Moreirense|Rio Ave,2425,P1,1X2,D,3.25,3.1,0.28907168037602815,0.303508080409933,1.443640003390484,1.2322610838352122,False,-1.0,-1.0
P1|2425|13/04/2025|Moreirense|Rio Ave,2425,P1,1X2,A,4.1,3.5,0.22914218566392477,0.26882144264879776,3.9679256984872984,4.044538520855689,True,3.0999999999999996,2.5
P1|2425|13/04/2025|Moreirense|Rio Ave,2425,P1,OU2.5,Over,2.2,2.3,0.4285714285714286,0.41025641025641024,-1.831501831501836,-1.6766864848706264,False,-1.0,-1.0
P1|2425|13/04/2025|Moreirense|Rio Ave,2425,P1,OU2.5,Under,1.65,1.6,0.5714285714285715,0.5897435897435896,1.831501831501814,1.6766864848706264,True,0.6499999999999999,0.6000000000000001
P1|2425|18/04/2025|Farense|Boavista,2425,P1,1X2,H,1.8,1.7,0.5240103828682673,0.5477308294209703,2.3720446552703,2.258884961622676,False,-1.0,-1.0
P1|2425|18/04/2025|Farense|Boavista,2425,P1,1X2,D,3.4,3.5,0.2774172615184945,0.26604068857589985,-1.1376572942594643,-0.9047181772799673,False,-1.0,-1.0
P1|2425|18/04/2025|Farense|Boavista,2425,P1,1X2,A,4.75,5.0,0.19857235561323813,0.1862284820031299,-1.234387361010822,-1.3541667843427196,True,3.75,4.0
P1|2425|18/04/2025|Farense|Boavista,2425,P1,OU2.5,Over,2.15,2.05,0.43717277486910994,0.46052631578947373,2.335354092036379,2.2083851653384112,False,-1.0,-1.0
P1|2425|18/04/2025|Farense|Boavista,2425,P1,OU2.5,Under,1.67,1.75,0.5628272251308901,0.5394736842105263,-2.335354092036379,-2.2083851653384112,True,0.6699999999999999,0.75
P1|2425|18/04/2025|Rio Ave|Santa Clara,2425,P1,1X2,H,2.88,4.2,0.3268219383921863,0.22491349480968856,-10.190844358249777,-8.70384256889187,False,-1.0,-1.0
P1|2425|18/04/2025|Rio Ave|Santa Clara,2425,P1,1X2,D,2.9,3.25,0.3245679939894816,0.2906574394463668,-3.3910554543114815,-1.321416987420193,True,1.9,2.25
P1|2425|18/04/2025|Rio Ave|Santa Clara,2425,P1,1X2,A,2.7,1.95,0.3486100676183321,0.4844290657439447,13.58189981256126,10.025259556312067,False,-1.0,-1.0
P1|2425|18/04/2025|Rio Ave|Santa Clara,2425,P1,OU2.5,Over,2.4,2.25,0.3893129770992367,0.4186046511627907,2.929167406355404,2.543336175049732,False,-1.0,-1.0
P1|2425|18/04/2025|Rio Ave|Santa Clara,2425,P1,OU2.5,Under,1.53,1.62,0.6106870229007634,0.5813953488372093,-2.929167406355404,-2.5433361750497374,True,0.53,0.6200000000000001
P1|2425|18/04/2025|Porto|Famalicao,2425,P1,1X2,H,1.48,1.53,0.6417473541995046,0.6179775280898876,-2.3769826109616976,-1.9293690370840721,True,0.48,0.53
P1|2425|18/04/2025|Porto|Famalicao,2425,P1,1X2,D,4.75,4.5,0.19995496509795088,0.21011235955056176,1.015739445261088,0.4117801334193899,False,-1.0,-1.0
P1|2425|18/04/2025|Porto|Famalicao,2425,P1,1X2,A,6.0,5.5,0.15829768070254446,0.17191011235955056,1.3612431657006097,1.5175889036646821,False,-1.0,-1.0
P1|2425|18/04/2025|Porto|Famalicao,2425,P1,OU2.5,Over,1.93,1.83,0.5,0.5259067357512953,2.590673575129532,1.6984624735802423,True,0.9299999999999999,0.8300000000000001
P1|2425|18/04/2025|Porto|Famalicao,2425,P1,OU2.5,Under,1.93,2.03,0.5,0.47409326424870474,-2.590673575129526,-1.6984624735802478,False,-1.0,-1.0
P1|2425|18/04/2025|Sp Lisbon|Moreirense,2425,P1,1X2,H,1.22,1.14,0.7709033405811425,0.8177570093457943,4.68536687646518,6.27932973877019,True,0.21999999999999997,0.1399999999999999
P1|2425|18/04/2025|Sp Lisbon|Moreirense,2425,P1,1X2,D,6.0,7.0,0.15675034591816564,0.1331775700934579,-2.3572775824707737,-3.3368140182323898,False,-1.0,-1.0
P1|2425|18/04/2025|Sp Lisbon|Moreirense,2425,P1,1X2,A,13.0,19.0,0.07234631350069183,0.049065420560747655,-2.3280892939944176,-2.9425157205378074,False,-1.0,-1.0
P1|2425|18/04/2025|Sp Lisbon|Moreirense,2425,P1,OU2.5,Over,1.65,1.57,0.5714285714285715,0.5994897959183673,2.8061224489795755,2.2140004698144256,True,0.6499999999999999,0.5700000000000001
P1|2425|18/04/2025|Sp Lisbon|Moreirense,2425,P1,OU2.5,Under,2.2,2.35,0.4285714285714286,0.4005102040816326,-2.8061224489795977,-2.21400046981442,False,-1.0,-1.0
P1|2425|19/04/2025|AVS|Casa Pia,2425,P1,1X2,H,3.0,2.9,0.3137254901960784,0.3236326109391125,0.990712074303407,0.018298495892732358,False,-1.0,-1.0
P1|2425|19/04/2025|AVS|Casa Pia,2425,P1,1X2,D,3.2,3.2,0.29411764705882354,0.2932920536635707,-0.08255933952528438,-0.16857253535818018,True,2.2,2.2
P1|2425|19/04/2025|AVS|Casa Pia,2425,P1,1X2,A,2.4,2.45,0.39215686274509803,0.38307533539731675,-0.9081527347781282,0.15027403946544782,False,-1.0,-1.0
P1|2425|19/04/2025|AVS|Casa Pia,2425,P1,OU2.5,Over,2.35,2.35,0.4005102040816326,0.4005102040816326,0.0,0.20408163265305257,False,-1.0,-1.0
P1|2425|19/04/2025|AVS|Casa Pia,2425,P1,OU2.5,Under,1.57,1.57,0.5994897959183673,0.5994897959183673,0.0,-0.20408163265306367,True,0.5700000000000001,0.5700000000000001
P1|2425|19/04/2025|Nacional|Gil Vicente,2425,P1,1X2,H,2.3,2.4,0.40639082343301924,0.3884711779448622,-1.7919645488157054,-1.5452940812974325,False,-1.0,-1.0
P1|2425|19/04/2025|Nacional|Gil Vicente,2425,P1,1X2,D,3.1,3.1,0.3015157722244981,0.3007518796992481,-0.07638925252499984,0.3652654522166232,False,-1.0,-1.0
P1|2425|19/04/2025|Nacional|Gil Vicente,2425,P1,1X2,A,3.2,3.0,0.29209340434248254,0.3107769423558897,1.8683538013407164,1.1800286290808037,True,2.2,2.0
P1|2425|19/04/2025|Nacional|Gil Vicente,2425,P1,OU2.5,Over,2.25,2.25,0.4186046511627907,0.4186046511627907,0.0,-0.580401510634071,True,1.25,1.25
P1|2425|19/04/2025|Nacional|Gil Vicente,2425,P1,OU2.5,Under,1.62,1.62,0.5813953488372093,0.5813953488372093,0.0,0.5804015106340543,False,-1.0,-1.0
P1|2425|19/04/2025|Arouca|Estrela,2425,P1,1X2,H,1.9,2.0,0.4930629669156883,0.46776611694152925,-2.529684997415904,-1.5494488622996239,True,0.8999999999999999,1.0
P1|2425|19/04/2025|Arouca|Estrela,2425,P1,1X2,D,3.3,3.2,0.2838847385272145,0.29235382308845576,0.8469084561241236,1.0125042157914488,False,-1.0,-1.0
P1|2425|19/04/2025|Arouca|Estrela,2425,P1,1X2,A,4.2,3.9,0.2230522945570971,0.23988005997001502,1.6827765412917917,0.5369446465081751,False,-1.0,-1.0
P1|2425|19/04/2025|Arouca|Estrela,2425,P1,OU2.5,Over,2.1,2.25,0.4473684210526316,0.4186046511627907,-2.8763769889840862,-2.223012746078512,False,-1.0,-1.0
P1|2425|19/04/2025|Arouca|Estrela,2425,P1,OU2.5,Under,1.7,1.62,0.5526315789473685,0.5813953488372093,2.8763769889840862,2.223012746078512,True,0.7,0.6200000000000001
P1|2425|19/04/2025|Estoril|Sp Braga,2425,P1,1X2,H,3.8,4.5,0.24591988130563794,0.2074074074074074,-3.8512473898230537,-4.660905811989998,False,-1.0,-1.0
P1|2425|19/04/2025|Estoril|Sp Braga,2425,P1,1X2,D,3.4,3.6,0.2748516320474777,0.2592592592592593,-1.55923727882184,-1.7493861597457194,False,-1.0,-1.0
P1|2425|19/04/2025|Estoril|Sp Braga,2425,P1,1X2,A,1.95,1.75,0.4792284866468843,0.5333333333333333,5.410484668644905,6.410291971735715,True,0.95,0.75
P1|2425|19/04/2025|Estoril|Sp Braga,2425,P1,OU2.5,Over,2.03,2.0,0.47409326424870474,0.4805194805194806,0.6426216270775886,1.450476585163707,False,-1.0,-1.0
P1|2425|19/04/2025|Estoril|Sp Braga,2425,P1,OU2.5,Under,1.83,1.85,0.5259067357512953,0.5194805194805195,-0.6426216270775775,-1.4504765851636958,True,0.8300000000000001,0.8500000000000001
P1|2425|19/04/2025|Guimaraes|Benfica,2425,P1,1X2,H,5.25,5.5,0.17877094972067037,0.1705035915676015,-0.8267358153068866,-1.050680234686416,False,-1.0,-1.0
P1|2425|19/04/2025|Guimaraes|Benfica,2425,P1,1X2,D,4.0,4.33,0.2346368715083799,0.21657500083644532,-1.806187067193457,-2.1938340852161593,False,-1.0,-1.0
P1|2425|19/04/2025|Guimaraes|Benfica,2425,P1,1X2,A,1.6,1.53,0.5865921787709497,0.6129214075959531,2.6329228825003437,3.2445143199025694,True,0.6000000000000001,0.53
P1|2425|19/04/2025|Guimaraes|Benfica,2425,P1,OU2.5,Over,1.9,1.62,0.5064935064935064,0.5813953488372093,7.49018423437029,6.684753119913189,True,0.8999999999999999,0.6200000000000001
P1|2425|19/04/2025|Guimaraes|Benfica,2425,P1,OU2.5,Under,1.95,2.25,0.49350649350649356,0.4186046511627907,-7.490184234370284,-6.684753119913195,False,-1.0,-1.0
P1|2425|25/04/2025|Famalicao|Sp Braga,2425,P1,1X2,H,3.25,3.6,0.2888402625820569,0.26212861978187285,-2.671164280018407,-2.8458582847218086,False,-1.0,-1.0
P1|2425|25/04/2025|Famalicao|Sp Braga,2425,P1,1X2,D,3.3,3.4,0.2844638949671772,0.27754795035727714,-0.6915944609900082,-0.4719368070867924,True,2.3,2.4
P1|2425|25/04/2025|Famalicao|Sp Braga,2425,P1,1X2,A,2.2,2.05,0.42669584245076586,0.4603234298608499,3.3627587410084034,3.317795091808584,False,-1.0,-1.0
P1|2425|25/04/2025|Famalicao|Sp Braga,2425,P1,OU2.5,Over,2.15,2.1,0.43717277486910994,0.4473684210526316,1.0195646183521645,1.0020470485586797,False,-1.0,-1.0
P1|2425|25/04/2025|Famalicao|Sp Braga,2425,P1,OU2.5,Under,1.67,1.7,0.5628272251308901,0.5526315789473685,-1.0195646183521645,-1.002047048558663,True,0.6699999999999999,0.7
P1|2425|26/04/2025|Santa Clara|Arouca,2425,P1,1X2,H,1.9,1.9,0.4913702007749208,0.49679487179487175,0.5424671019950977,1.066731733386489,True,0.8999999999999999,0.8999999999999999
P1|2425|26/04/2025|Santa Clara|Arouca,2425,P1,1X2,D,3.1,3.1,0.30116238112011273,0.30448717948717946,0.3324798367066728,0.9696168879557154,False,-1.0,-1.0
P1|2425|26/04/2025|Santa Clara|Arouca,2425,P1,1X2,A,4.5,4.75,0.20746741810496655,0.1987179487179487,-0.8749469387017844,-2.036348621342196,False,-1.0,-1.0
P1|2425|26/04/2025|Santa Clara|Arouca,2425,P1,OU2.5,Over,2.3,2.5,0.41025641025641024,0.375,-3.525641025641024,-3.1365828890581424,False,-1.0,-1.0
P1|2425|26/04/2025|Santa Clara|Arouca,2425,P1,OU2.5,Under,1.6,1.5,0.5897435897435896,0.625,3.5256410256410353,3.136582889058126,True,0.6000000000000001,0.5
P1|2425|26/04/2025|Gil Vicente|Farense,2425,P1,1X2,H,2.3,2.45,0.41002004008016035,0.3872529245663574,-2.276711551380295,-2.786624976072355,True,1.2999999999999998,1.4500000000000002
P1|2425|26/04/2025|Gil Vicente|Farense,2425,P1,1X2,D,3.1,3.0,0.30420841683366734,0.3162565550625252,1.2048138228857863,1.4486642896402113,False,-1.0,-1.0
P1|2425|26/04/2025|Gil Vicente|Farense,2425,P1,1X2,A,3.3,3.2,0.28577154308617236,0.2964905203711174,1.071897728494503,1.3379606864321603,False,-1.0,-1.0
P1|2425|26/04/2025|Gil Vicente|Farense,2425,P1,OU2.5,Over,2.3,2.5,0.41025641025641024,0.375,-3.525641025641024,-2.7756410256410238,False,-1.0,-1.0
P1|2425|26/04/2025|Gil Vicente|Farense,2425,P1,OU2.5,Under,1.6,1.5,0.5897435897435896,0.625,3.5256410256410353,2.77564102564104,True,0.6000000000000001,0.5
P1|2425|26/04/2025|Estrela|Porto,2425,P1,1X2,H,6.25,6.25,0.1495320076683081,0.14976797406395018,0.023596639564207877,0.2907148797919257,True,5.25,5.25
P1|2425|26/04/2025|Estrela|Porto,2425,P1,1X2,D,3.9,3.8,0.2396346276735707,0.24632890471044436,0.6694277036873669,1.0071485207373665,False,-1.0,-1.0
P1|2425|26/04/2025|Estrela|Porto,2425,P1,1X2,A,1.53,1.55,0.6108333646581212,0.6039031212256055,-0.6930243432515693,-1.2978634005292866,False,-1.0,-1.0
P1|2425|26/04/2025|Estrela|Porto,2425,P1,OU2.5,Over,2.05,2.08,0.4675324675324676,0.4540682414698162,-1.3464226062651352,-1.9315944881889813,False,-1.0,-1.0
P1|2425|26/04/2025|Estrela|Porto,2425,P1,OU2.5,Under,1.8,1.73,0.5324675324675325,0.5459317585301837,1.3464226062651186,1.9315944881889702,True,0.8,0.73
P1|2425|27/04/2025|Moreirense|Nacional,2425,P1,1X2,H,2.2,2.63,0.43088803088803085,0.35511964149826675,-7.57683893897641,-6.819514096068974,False,-1.0,-1.0
P1|2425|27/04/2025|Moreirense|Nacional,2425,P1,1X2,D,3.1,3.0,0.30579150579150577,0.31132155238014714,0.5530046588641369,-0.25805928703176995,True,2.1,2.0
P1|2425|27/04/2025|Moreirense|Nacional,2425,P1,1X2,A,3.6,2.8,0.2633204633204633,0.3335588061215862,7.02383428011229,7.077573383100755,False,-1.0,-1.0
P1|2425|27/04/2025|Moreirense|Nacional,2425,P1,OU2.5,Over,2.2,2.05,0.4285714285714286,0.4675324675324676,3.8961038961038974,2.6041666666666687,False,-1.0,-1.0
P1|2425|27/04/2025|Moreirense|Nacional,2425,P1,OU2.5,Under,1.65,1.8,0.5714285714285715,0.5324675324675325,-3.8961038961038974,-2.604166666666674,True,0.6499999999999999,0.8
P1|2425|27/04/2025|Benfica|AVS,2425,P1,1X2,H,1.08,1.08,0.8698599186624492,0.8698599186624492,0.0,1.274341485084074,True,0.08000000000000007,0.08000000000000007
P1|2425|27/04/2025|Benfica|AVS,2425,P1,1X2,D,11.0,11.0,0.08540442837776775,0.08540442837776775,0.0,-1.0324151333990936,False,-1.0,-1.0
P1|2425|27/04/2025|Benfica|AVS,2425,P1,1X2,A,21.0,21.0,0.0447356529597831,0.0447356529597831,0.0,-0.24192635168498525,False,-1.0,-1.0
P1|2425|27/04/2025|Benfica|AVS,2425,P1,OU2.5,Over,1.29,1.29,0.7361963190184049,0.7361963190184049,0.0,1.4875304960693891,True,0.29000000000000004,0.29000000000000004
P1|2425|27/04/2025|Benfica|AVS,2425,P1,OU2.5,Under,3.6,3.6,0.2638036809815951,0.2638036809815951,0.0,-1.4875304960693947,False,-1.0,-1.0
P1|2425|27/04/2025|Guimaraes|Rio Ave,2425,P1,1X2,H,1.53,1.45,0.6180581517347837,0.6485017704889973,3.044361875421353,4.51307993943173,True,0.53,0.44999999999999996
P1|2425|27/04/2025|Guimaraes|Rio Ave,2425,P1,1X2,D,4.1,4.33,0.23064121272054125,0.2171657199097104,-1.3475492810830851,-1.7040183083035538,False,-1.0,-1.0
P1|2425|27/04/2025|Guimaraes|Rio Ave,2425,P1,1X2,A,6.25,7.0,0.15130063554467504,0.13433250960129228,-1.6968125943382761,-2.8090616311281846,False,-1.0,-1.0
P1|2425|27/04/2025|Guimaraes|Rio Ave,2425,P1,OU2.5,Over,1.85,1.73,0.5194805194805195,0.5459317585301837,2.6451239049664177,1.9340489314379705,True,0.8500000000000001,0.73
P1|2425|27/04/2025|Guimaraes|Rio Ave,2425,P1,OU2.5,Under,2.0,2.08,0.4805194805194806,0.4540682414698162,-2.64512390496644,-1.934048931437965,False,-1.0,-1.0
P1|2425|27/04/2025|Boavista|Sp Lisbon,2425,P1,1X2,H,12.0,15.0,0.07839407803423636,0.062371768567911365,-1.602230946632499,-1.9345393835126006,False,-1.0,-1.0
P1|2425|27/04/2025|Boavista|Sp Lisbon,2425,P1,1X2,D,6.25,8.0,0.1505166298257338,0.11694706606483381,-3.3569563760899994,-3.2920357658590973,False,-1.0,-1.0
P1|2425|27/04/2025|Boavista|Sp Lisbon,2425,P1,1X2,A,1.22,1.14,0.7710892921400297,0.8206811653672549,4.959187322722514,5.226575149371692,True,0.21999999999999997,0.1399999999999999
P1|2425|27/04/2025|Boavista|Sp Lisbon,2425,P1,OU2.5,Over,1.57,1.4,0.5994897959183673,0.6728971962616822,7.340740034331494,6.03099730458222,True,0.5700000000000001,0.3999999999999999
P1|2425|27/04/2025|Boavista|Sp Lisbon,2425,P1,OU2.5,Under,2.35,2.88,0.4005102040816326,0.32710280373831774,-7.340740034331489,-6.0309973045822085,False,-1.0,-1.0
P1|2425|29/04/2025|Casa Pia|Estoril,2425,P1,1X2,H,2.05,2.55,0.46162382097281307,0.3663929248262792,-9.523089614653385,-8.252234962909084,False,-1.0,-1.0
P1|2425|29/04/2025|Casa Pia|Estoril,2425,P1,1X2,D,3.2,2.9,0.29572776031070835,0.3221730890713834,2.644532876067507,2.9913016816530966,False,-1.0,-1.0
P1|2425|29/04/2025|Casa Pia|Estoril,2425,P1,1X2,A,3.9,3.0,0.2426484187164787,0.3114339861023373,6.8785567385858615,5.2609332812559915,True,2.9,2.0
P1|2425|29/04/2025|Casa Pia|Estoril,2425,P1,OU2.5,Over,2.15,2.25,0.43717277486910994,0.4186046511627907,-1.8568123706319217,-2.6324927876909876,True,1.15,1.25
P1|2425|29/04/2025|Casa Pia|Estoril,2425,P1,OU2.5,Under,1.67,1.62,0.5628272251308901,0.5813953488372093,1.8568123706319217,2.6324927876909987,False,-1.0,-1.0
P1|2425|02/05/2025|Porto|Moreirense,2425,P1,1X2,H,1.33,1.33,0.7044320516583504,0.7044320516583504,0.0,0.250325316536093,True,0.33000000000000007,0.33000000000000007
P1|2425|02/05/2025|Porto|Moreirense,2425,P1,1X2,D,5.25,5.25,0.17845611975344877,0.17845611975344877,0.0,-0.4458904714535583,False,-1.0,-1.0
